ID	Modulo	Pregunta	Opciones de respuesta
F111_2_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_3_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	La humilló, avergonzó o menospreció?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_3_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_4_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	La celó o la acusó de ser infiel de manera infundada?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_4_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_5_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	La ignoró y/o no la tomó en cuenta en las decisiones?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_5_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_6_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	La siguió, vigiló o le revisó sus cosas u objetos personales?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_6_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_7_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	Le prohibió o le impidió relacionarse con amigos/as y/o familiares?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_7_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_8_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	Le impidió o le puso obstáculos para que usted realice actividades recreativas, deportivas o de estudio fuera de su casa?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_8_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_9_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	La encerró o le impidió salir de su casa?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_9_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_10_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	Le exigió u obligó a cambiar su manera de vestir o comportarse?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_10_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_11_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	Le rompió o escondió algún objeto personal?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_11_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_12_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	La amenazó con quitarle sus hijos/as y/o no permitirle verlos de nuevo?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (si no tiene hijos/as)
F111_12_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (si no tiene hijos/as)
F111_13_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	La amenazó con matarla, matarse o matar a los niños o alguien que a usted le importa?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_13_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_14_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	Le ha hecho sentir miedo?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F111_14_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F112_1_1	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA ÚLTIMA PAREJA	Durante la relación con su ex pareja, ex esposo/a, ¿él/ella se negó a darle suficiente dinero o dejó de darle dinero para los gastos del hogar y de sus hijos/as a pesar de tenerlo?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F112_1_2	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F112_2_1	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA ÚLTIMA PAREJA	Se gastó el dinero que estaba destinado a cubrir las necesidades del hogar o de los hijos/as?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F112_2_2	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F112_3_1	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA ÚLTIMA PAREJA	Le quitó o se adueñó de su dinero, de bienes o cosas que son suyas?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F112_3_2	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F112_4_1	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA ÚLTIMA PAREJA	Le prohibió trabajar de forma remunerada?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F112_4_2	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F113	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA ÚLTIMA PAREJA	Actualmente su ex-pareja, ex-esposo/a o novio/a, ¿cumple con la pensión alimenticia correspondiente a sus hijos/as menores de 18 años? (Quienes responden 1 en preg. 99.1 o 104.1)	1 - Sí, 2 - No, 9 - No aplica
F114_1_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	Durante la relación con su ex pareja, ex esposo/a o novio/a, ¿él/ella la empujó, la tiró del pelo, la sacudió, la escupió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_1_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F114_2_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	Le dio cachetadas o la golpeó con las manos?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_2_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F114_3_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	Le tiró con zapatos, utensilios de cocina, muebles o cualquier otro objeto?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_3_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F114_4_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	La golpeó con el puño, la pateó o golpeó con un objeto (como un palo)?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_4_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F114_5_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	La quemó?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_5_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F114_6_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	La ató?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_6_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F114_7_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	Intentó ahorcarla o asfixiarla?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_7_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F114_8_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	Intentó envenenarla o intoxicarla?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_8_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F114_9_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	La amenazó con un arma de fuego, arma blanca (cuchillo, navaja) u otra arma?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_9_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F114_10_1	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	La agredió con un arma blanca (cuchillo, navaja) o le disparó con un arma de fuego?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F114_10_2	VIOLENCIA FÍSICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F115_1_1	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	Durante la relación con su ex pareja, ex esposo/a o novio/a, ¿él/ella la obligó a tener relaciones sexuales en contra de su voluntad mediante la fuerza física?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F115_1_2	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F115_2_1	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	Intentó tener relaciones sexuales mediante amenazas o chantajes?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F115_2_2	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F115_3_1	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	La obligó tener relaciones sexuales por medio de amenazas o chantajes?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F115_3_2	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F115_4_1	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	La obligó a realizar actos sexuales que usted no quiere, no le gustan o considera humillantes?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F115_4_2	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F115_5_1	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	La obligó a mirar escenas o actos sexuales?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F115_5_2	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F115_6_1	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	La obligó a tener relaciones sexuales con otras personas a cambio de dinero o beneficios para su pareja?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F115_6_2	VIOLENCIA SEXUAL DE ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (más de un año)
F116_1	IMPACTO EMOCIONAL DE LA VIOLENCIA DE ÚLTIMA PAREJA	Debido a las situaciones vividas con su ex-pareja, ex-esposo/a o ex-novio/a ¿usted ha tenido dificultades o alteraciones del sueño (insomnio o duerme mucho)?	1 - Sí, 2 - No
F116_2	IMPACTO EMOCIONAL DE LA VIOLENCIA DE ÚLTIMA PAREJA	¿Problemas o alteraciones alimenticias (dejó de comer o come mucho)?	1 - Sí, 2 - No
F116_3	IMPACTO EMOCIONAL DE LA VIOLENCIA DE ÚLTIMA PAREJA	¿Depresión, angustia, tristeza o miedo?	1 - Sí, 2 - No
F116_4	IMPACTO EMOCIONAL DE LA VIOLENCIA DE ÚLTIMA PAREJA	¿Agresividad o mal humor?	1 - Sí, 2 - No
F116_5	IMPACTO EMOCIONAL DE LA VIOLENCIA DE ÚLTIMA PAREJA	¿Ideas o deseos de morir o suicidarse?	1 - Sí, 2 - No
F117	IMPACTO EMOCIONAL DE LA VIOLENCIA DE ÚLTIMA PAREJA	Si contestó al menos un SÍ en preg. 116, sino pase a preg.118. Alguna vez ¿ha intentado suicidarse?	1 - Sí, 2 - No
F118	IMPACTO FÍSICO DE LA VIOLENCIA DE ÚLTIMA PAREJA	Quienes responden 1, 2 o 3 en segunda columna preg. 114 o 115, siga. Quienes responden 4 o 9 en segunda columna de preg.114 o 115 pase a preg.123.. Cómo consecuencia de las situaciones vividas con su ex-pareja, ex-esposo/a o ex-novio/a, usted ¿requirió algún tipo de atención médica para curar sus lesiones?	1 - Sí, 2 - No (pase a preg. 120)
F119	IMPACTO FÍSICO DE LA VIOLENCIA DE ÚLTIMA PAREJA	¿Estuvo hospitalizada por estas lesiones?	1 - Sí, 2 - No
F120	IMPACTO FÍSICO DE LA VIOLENCIA DE ÚLTIMA PAREJA	¿Tuvo dificultades para realizar o no pudo realizar sus actividades habituales como consecuencia de estas lesiones?	1 - Sí, 2 - No (pase a preg. 122 si en preg.119 = 2 y 120=2)
F121	IMPACTO FÍSICO DE LA VIOLENCIA DE ÚLTIMA PAREJA	¿Durante cuántos días estuvo hospitalizada y/o con dificultades para realizar actividades habituales?	1 - Un Día, 2 - De 2 a 7 días, 3 - Entre 8 y 30 días, 4 - 31 y más días
F122	IMPACTO FÍSICO DE LA VIOLENCIA DE ÚLTIMA PAREJA	Como consecuencia de esos hechos ¿tuvo alguna de las siguientes secuelas (permanentes)?	1 - Cicatriz, 2 - Perdió algún órgano o miembro, 3 - Quedó con alguna limitación física (por ejemplo una limitación funcional o de movilidad), 4 - Otra, 5 - Ninguna
F127_1	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	Sin contar a su actual o última pareja, durante la relación con alguna de sus parejas anteriores (ex esposos/as o novios/as) ¿él/ella se dirigió a usted con palabras groseras o agresivas que la han hecho sentir mal?	1 - Sí, 2 - No
F127_2	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿Se burló o la criticó por sus características físicas, su conocimiento, su forma de pensar, actuar y sentir y/o la criticó por lo que hace o deja de hacer?	1 - Sí, 2 - No
F127_3	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿La humilló, avergonzó o menospreció?	1 - Sí, 2 - No
F127_4	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿La celó o la acusó de ser infiel de manera infundada?	1 - Sí, 2 - No
F127_5	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿La ignoró y/o no la tomó en cuenta en las decisiones?	1 - Sí, 2 - No
F127_6	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿La siguió, vigiló o le revisó sus cosas u objetos personales?	1 - Sí, 2 - No
F127_7	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿Le prohibió o le impidió relacionarse con amigos/as y/o familiares?	1 - Sí, 2 - No
F127_8	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿Le impidió o le puso obstáculos para que usted realice actividades recreativas, deportivas o de estudio fuera de su casa?	1 - Sí, 2 - No
F127_9	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿La encerró o le impidió salir de su casa?	1 - Sí, 2 - No
F127_10	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿Le exigió u obligó a cambiar su manera de vestir o comportarse?	1 - Sí, 2 - No
F127_11	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿Le rompió o escondió algún objeto personal?	1 - Sí, 2 - No
F127_12	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿La amenazó con quitarle sus hijos/as y/o no permitirle verlos de nuevo?	1 - Sí, 2 - No
F127_13	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿La amenazó con matarla, matarse o matar a los niños o alguien que a usted le importa?	1 - Sí, 2 - No
F127_14	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	¿Le ha hecho sentir miedo?	1 - Sí, 2 - No
F128	VIOLENCIA PSICOLÓGICA DE LAS PAREJAS ANTERIORES	Si respondió al menos un Sí en preg.127 continúe. Sino pase a preg. 129. ¿La última vez que vivió una de estas situaciones con alguna de sus parejas anteriores (ex-esposos/as o novios/as) fue...	1 - Durante los últimos 12 meses (de setiembre de 2012 a la fecha), 2 - Hace más de un año, 3 - No recuerda
F129_1	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LAS PAREJAS ANTERIORES	Sin contar a su actual pareja, durante la relación con alguna de sus parejas convivientes anteriores (ex esposos/as o novios/as), ¿él/ella se negó a darle suficiente dinero o dejó de darle dinero para los gastos del hogar y de sus hijos/as a pesar de tenerlo?	1 - Sí, 2 - No
F129_2	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LAS PAREJAS ANTERIORES	¿Se gastó el dinero que estaba destinado a cubrir las necesidades del hogar o de los hijos/as?	1 - Sí, 2 - No
F129_3	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LAS PAREJAS ANTERIORES	¿Le quitó o se adueñó de su dinero, de bienes o casas que son suyas?	1 - Sí, 2 - No
F129_4	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LAS PAREJAS ANTERIORES	¿Le prohibió trabajar de forma remunerada?	1 - Sí, 2 - No
F130	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LAS PAREJAS ANTERIORES	Si respondió al menos un SI en preg.129 continúe, sino pase a 131. ¿La última vez que vivió una de estas situaciones con alguna de sus parejas anteriores (ex esposos/as o novios/as) fue...	1 - Durante los últimos 12 meses (de setiembre de 2012 a la fecha), 2 - Hace más de un año, 3 - No recuerda
F131_1	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	Sin contar a su actual o última pareja, durante la relación con alguna de sus parejas anteriores (ex-esposos/as o ex-novios/as), ¿él/ella la empujó, la tiró del pelo, la sacudió, la escupió?	1 - Sí, 2 - No
F131_2	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	¿Le dio cachetadas o la golpeó con las manos?	1 - Sí, 2 - No
F131_3	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	¿Le tiró con zapatos, utensilios de cocina, muebles o cualquier otro objeto?	1 - Sí, 2 - No
F131_4	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	¿La golpeó con el puño, la pateó o golpeó con un objeto (como un palo)?	1 - Sí, 2 - No
F131_5	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	¿La quemó?	1 - Sí, 2 - No
F131_6	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	¿La ató?	1 - Sí, 2 - No
F131_7	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	¿Intentó ahorcarla o asfixiarla?	1 - Sí, 2 - No
F131_8	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	¿Intentó envenenarla o intoxicarla?	1 - Sí, 2 - No
F131_9	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	¿La amenazó con un arma de fuego, arma blanca (cuchillo, navaja) u otra arma?	1 - Sí, 2 - No
F131_10	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	¿La agredió con un arma blanca (cuchillo, navaja) o le disparó con un arma de fuego?	1 - Sí, 2 - No
F132	VIOLENCIA FÍSICA DE LAS PAREJAS ANTERIORES	Si respondió al menos un SI en preg.131 continúe, sino pase a 133. ¿La última vez que vivió una de estas situaciones con alguna de sus parejas anteriores (ex esposos/as o novios/as) fue...	1 - Durante los últimos 12 meses (de setiembre de 2012 a la fecha), 2 - Hace más de un año, 3 - No recuerda
F133_1	VIOLENCIA SEXUAL - DE LAS PAREJAS ANTERIORES	Sin contar a su actual pareja, durante la relación con alguna de sus parejas convivientes anteriores (ex esposos/as o novios/as), ¿él/ella la obligó a tener relaciones sexuales en contra de su voluntad mediante la fuerza física?	1 - Sí, 2 - No
F133_2	VIOLENCIA SEXUAL - DE LAS PAREJAS ANTERIORES	¿Intentó tener relaciones sexuales mediante amenazas o chantajes?	1 - Sí, 2 - No
F133_3	VIOLENCIA SEXUAL - DE LAS PAREJAS ANTERIORES	¿La obligó tener relaciones sexuales por medio de amenazas o chantajes?	1 - Sí, 2 - No
F133_4	VIOLENCIA SEXUAL - DE LAS PAREJAS ANTERIORES	¿La obligó a realizar actos sexuales que usted no quiere, no le gustan o considera humillantes?	1 - Sí, 2 - No
F133_5	VIOLENCIA SEXUAL - DE LAS PAREJAS ANTERIORES	¿La obligó a mirar escenas o actos sexuales?	1 - Sí, 2 - No
F133_6	VIOLENCIA SEXUAL - DE LAS PAREJAS ANTERIORES	¿La obligó a tener relaciones sexuales con otras personas a cambio de dinero o beneficios para su pareja?	1 - Sí, 2 - No
F134	VIOLENCIA SEXUAL - DE LAS PAREJAS ANTERIORES	Si respondió al menos un SI en preg.133 continúe sino pase a 135. ¿La última vez que vivió una de estas situaciones con alguna de sus parejas anteriores (ex esposos/as o novios/as) fue...	1 - Durante los últimos 12 meses (de setiembre de 2012 a la fecha), 2 - Hace más de un año, 3 - No recuerda
F135_1	IMPACTO EMOCIONAL DE LA VIOLENCIA DE PAREJAS ANTERIORES	Para todas las personas que respondieron 1 (SI) en preg. 127,129,131 o 133. Debido a las situaciones vividas con sus parejas anteriores (ex-parejas, ex-esposos/as o ex-novios/as) ¿usted ha tenido dificultades o alteraciones del sueño (insomnio o duerme mucho)?	1 - Sí, 2 - No
F135_2	IMPACTO EMOCIONAL DE LA VIOLENCIA DE PAREJAS ANTERIORES	¿Problemas o alteraciones alimenticias (dejó de comer o come mucho)?	1 - Sí, 2 - No
F135_3	IMPACTO EMOCIONAL DE LA VIOLENCIA DE PAREJAS ANTERIORES	¿Depresión, angustia, tristeza o miedo?	1 - Sí, 2 - No
F135_4	IMPACTO EMOCIONAL DE LA VIOLENCIA DE PAREJAS ANTERIORES	¿Agresividad o mal humor?	1 - Sí, 2 - No
